customer_id,group,choice,txn_date
4329,control,TropicalIPA,2025-06-13
7654,treatment,TropicalIPA,2025-06-15
8927,control,,
7138,treatment,TropicalIPA,2025-06-12
4913,treatment,AmberOak,2025-06-27
185,treatment,AmberOak,2025-06-20
5723,control,,
1705,treatment,,
6192,treatment,,
5016,control,HazyHopper,2025-06-17
9270,control,,
9913,control,HazyHopper,2025-06-19
5505,control,,
5116,control,RyeRanger,2025-06-01
6439,control,RyeRanger,2025-06-05
7344,control,HazyHopper,2025-06-19
7154,control,VelvetPorter,2025-06-17
4362,treatment,VelvetPorter,2025-06-06
4845,control,,
71,treatment,,
9478,treatment,RyeRanger,2025-06-03
3156,control,,
7605,control,FarmhouseSaison,2025-06-14
9799,treatment,VelvetPorter,2025-06-24
787,treatment,,
494,control,,
6621,treatment,,
7460,control,,
1258,treatment,FarmhouseSaison,2025-06-13
7702,treatment,AmberOak,2025-06-07
5173,treatment,,
4792,treatment,CherryLambic,2025-06-21
5293,control,,
9803,control,TropicalIPA,2025-06-28
451,treatment,,
4664,treatment,RyeRanger,2025-06-02
3610,treatment,,
103,control,,
8998,treatment,MidnightStout,2025-06-08
2500,control,,
2408,treatment,CitrusZing,2025-06-07
6744,control,,
1821,control,FarmhouseSaison,2025-06-28
2196,treatment,AlpinePils,2025-06-07
4260,treatment,,
6904,control,HazyHopper,2025-06-29
8112,treatment,AmberOak,2025-06-19
5352,treatment,HazyHopper,2025-06-28
9833,control,RyeRanger,2025-06-30
9362,treatment,FarmhouseSaison,2025-06-16
6145,control,,
9943,control,RyeRanger,2025-06-11
6347,control,RyeRanger,2025-06-15
2250,control,,
5980,treatment,,
5205,control,FarmhouseSaison,2025-06-19
1756,control,HazyHopper,2025-06-12
7242,treatment,,
2646,control,CherryLambic,2025-06-26
1851,control,,
2421,control,,
5311,treatment,,
1546,control,RyeRanger,2025-06-14
2592,treatment,,
6854,control,,
9404,control,,
5542,control,FarmhouseSaison,2025-06-05
379,treatment,,
8417,treatment,TropicalIPA,2025-06-24
4887,treatment,HazyHopper,2025-06-03
3196,treatment,TropicalIPA,2025-06-28
5765,treatment,,
8032,treatment,,
6989,control,RyeRanger,2025-06-20
7924,treatment,,
948,control,,
2891,control,,
6598,treatment,VelvetPorter,2025-06-29
6083,control,,
2438,control,,
2434,treatment,,
183,treatment,HazyHopper,2025-06-05
8831,treatment,FarmhouseSaison,2025-06-25
2103,control,,
458,treatment,CherryLambic,2025-06-24
4006,treatment,,
8740,control,,
891,control,VelvetPorter,2025-06-27
6355,control,,
9575,treatment,VelvetPorter,2025-06-03
1586,control,,
6438,control,,
1654,treatment,,
6221,treatment,,
1343,control,RyeRanger,2025-06-21
5898,control,,
6802,control,,
9586,treatment,HazyHopper,2025-06-10
4592,treatment,AmberOak,2025-06-17
599,control,HazyHopper,2025-06-07
5469,treatment,TropicalIPA,2025-06-12
3608,control,RyeRanger,2025-06-30
759,treatment,VelvetPorter,2025-06-27
2573,control,RyeRanger,2025-06-21
3878,treatment,,
9492,treatment,,
8694,treatment,VelvetPorter,2025-06-07
225,control,VelvetPorter,2025-06-08
8645,treatment,,
7848,control,,
220,treatment,VelvetPorter,2025-06-26
4321,control,,
6815,treatment,TropicalIPA,2025-06-15
9978,treatment,,
6497,treatment,TropicalIPA,2025-06-07
4541,treatment,,
4458,control,,
9319,treatment,AlpinePils,2025-06-04
6863,treatment,,
8460,control,HazyHopper,2025-06-28
5990,control,HazyHopper,2025-06-24
6325,control,RyeRanger,2025-06-06
4553,control,FarmhouseSaison,2025-06-20
734,treatment,,
2244,treatment,,
9844,treatment,FarmhouseSaison,2025-06-25
9040,treatment,VelvetPorter,2025-06-26
4823,treatment,MidnightStout,2025-06-08
5088,control,HazyHopper,2025-06-04
1509,treatment,AlpinePils,2025-06-11
7370,treatment,FarmhouseSaison,2025-06-25
240,control,,
9790,treatment,,
942,control,HazyHopper,2025-06-21
9224,control,,
4305,control,,
1219,treatment,,
1879,treatment,HazyHopper,2025-06-03
5696,control,,
4114,control,,
3462,treatment,,
2620,treatment,TropicalIPA,2025-06-22
1691,treatment,CitrusZing,2025-06-16
4870,control,,
6651,control,RyeRanger,2025-06-23
8086,treatment,,
773,treatment,,
7354,treatment,AlpinePils,2025-06-17
4834,control,HazyHopper,2025-06-06
7298,treatment,FarmhouseSaison,2025-06-15
2297,control,FarmhouseSaison,2025-06-29
352,control,,
7730,treatment,,
1935,treatment,,
306,treatment,,
8346,control,,
3526,control,,
1946,treatment,,
4804,treatment,,
817,control,,
4455,control,FarmhouseSaison,2025-06-05
5819,control,RyeRanger,2025-06-17
2986,control,HazyHopper,2025-06-07
9053,control,RyeRanger,2025-06-02
8586,treatment,,
5435,treatment,,
8885,treatment,,
1597,control,HazyHopper,2025-06-01
6152,control,RyeRanger,2025-06-25
8167,treatment,CitrusZing,2025-06-04
6315,treatment,AmberOak,2025-06-26
1852,control,,
1507,control,,
2690,control,,
5261,treatment,TropicalIPA,2025-06-07
1551,control,HazyHopper,2025-06-27
6039,control,,
302,control,HazyHopper,2025-06-03
7416,control,,
9073,control,,
3146,control,,
7854,treatment,VelvetPorter,2025-06-29
6690,treatment,AmberOak,2025-06-27
6829,control,,
8584,control,RyeRanger,2025-06-26
3131,control,RyeRanger,2025-06-02
6875,control,,
6175,treatment,,
7879,treatment,VelvetPorter,2025-06-21
5038,control,,
9035,treatment,MidnightStout,2025-06-10
8710,control,,
756,control,,
8140,control,,
3348,treatment,,
680,control,VelvetPorter,2025-06-16
8326,treatment,FarmhouseSaison,2025-06-06
1916,treatment,RyeRanger,2025-06-23
3353,treatment,HazyHopper,2025-06-29
1848,control,TropicalIPA,2025-06-18
4687,treatment,VelvetPorter,2025-06-18
3813,treatment,TropicalIPA,2025-06-12
6646,control,RyeRanger,2025-06-17
9089,control,,
8520,treatment,AmberOak,2025-06-24
2156,control,HazyHopper,2025-06-25
4972,control,RyeRanger,2025-06-18
4359,control,HazyHopper,2025-06-26
9622,control,,
2889,treatment,,
4666,control,VelvetPorter,2025-06-24
5480,treatment,,
3719,treatment,FarmhouseSaison,2025-06-05
7788,control,HazyHopper,2025-06-22
8080,treatment,RyeRanger,2025-06-14
6429,treatment,CherryLambic,2025-06-30
8928,control,HazyHopper,2025-06-06
1630,control,,
5553,treatment,,
9770,control,HazyHopper,2025-06-20
5007,treatment,CitrusZing,2025-06-11
276,treatment,VelvetPorter,2025-06-06
1381,treatment,,
1280,treatment,,
3773,treatment,HazyHopper,2025-06-14
9657,treatment,,
9185,control,,
1864,treatment,VelvetPorter,2025-06-02
4170,treatment,,
3963,treatment,,
510,control,RyeRanger,2025-06-11
801,treatment,FarmhouseSaison,2025-06-13
6003,treatment,AlpinePils,2025-06-08
1608,treatment,AmberOak,2025-06-23
3261,treatment,CherryLambic,2025-06-29
1269,treatment,FarmhouseSaison,2025-06-19
8795,control,,
8423,treatment,CherryLambic,2025-06-30
9382,treatment,VelvetPorter,2025-06-22
2355,control,VelvetPorter,2025-06-12
6496,treatment,,
8504,control,,
550,treatment,CitrusZing,2025-06-28
2397,treatment,AlpinePils,2025-06-21
1213,treatment,AlpinePils,2025-06-11
2757,treatment,,
6566,control,HazyHopper,2025-06-28
4316,control,,
8809,control,HazyHopper,2025-06-22
4479,control,,
4093,treatment,,
8899,treatment,VelvetPorter,2025-06-10
4748,control,,
3203,control,HazyHopper,2025-06-15
1953,treatment,HazyHopper,2025-06-02
8352,treatment,,
1823,control,,
2289,control,,
5380,control,RyeRanger,2025-06-22
4179,control,,
3993,treatment,VelvetPorter,2025-06-20
9079,treatment,,
1643,control,HazyHopper,2025-06-05
4476,treatment,AmberOak,2025-06-01
878,treatment,RyeRanger,2025-06-24
3621,treatment,,
3209,control,FarmhouseSaison,2025-06-17
6096,control,TropicalIPA,2025-06-01
4701,treatment,AmberOak,2025-06-27
1034,treatment,,
2515,control,,
8572,treatment,,
4432,control,HazyHopper,2025-06-29
5576,treatment,,
1108,control,,
5888,treatment,CitrusZing,2025-06-15
6692,control,,
5362,control,HazyHopper,2025-06-05
5235,control,,
106,control,,
5882,treatment,CitrusZing,2025-06-03
8610,control,HazyHopper,2025-06-18
247,treatment,,
7127,treatment,AmberOak,2025-06-09
3466,treatment,AmberOak,2025-06-22
774,control,VelvetPorter,2025-06-07
8638,treatment,,
9188,treatment,CitrusZing,2025-06-16
738,control,FarmhouseSaison,2025-06-08
5074,treatment,,
1919,control,,
7814,control,HazyHopper,2025-06-05
6247,control,HazyHopper,2025-06-06
5647,treatment,FarmhouseSaison,2025-06-16
7185,treatment,TropicalIPA,2025-06-11
2149,control,,
8298,treatment,FarmhouseSaison,2025-06-29
8891,treatment,,
5906,treatment,TropicalIPA,2025-06-09
4485,treatment,AlpinePils,2025-06-18
7980,control,FarmhouseSaison,2025-06-28
2897,treatment,CherryLambic,2025-06-26
3628,treatment,CherryLambic,2025-06-30
3263,treatment,CherryLambic,2025-06-03
6787,control,,
2115,control,,
1571,control,,
5619,treatment,,
7554,treatment,AlpinePils,2025-06-04
4674,treatment,TropicalIPA,2025-06-18
9010,control,RyeRanger,2025-06-06
8441,control,,
2851,treatment,,
958,control,HazyHopper,2025-06-17
1251,treatment,HazyHopper,2025-06-28
3574,control,,
1872,control,FarmhouseSaison,2025-06-06
7302,treatment,TropicalIPA,2025-06-11
2381,treatment,AlpinePils,2025-06-25
3576,treatment,,
6623,treatment,,
4416,treatment,,
2169,control,HazyHopper,2025-06-02
730,treatment,TropicalIPA,2025-06-15
5438,treatment,,
8577,control,HazyHopper,2025-06-17
4987,control,,
7729,control,HazyHopper,2025-06-07
5626,control,,
1489,treatment,,
908,control,,
9560,control,,
7268,control,RyeRanger,2025-06-17
5479,treatment,AmberOak,2025-06-08
9137,control,VelvetPorter,2025-06-26
1448,control,,
3441,treatment,MidnightStout,2025-06-29
5375,control,,
9542,control,RyeRanger,2025-06-17
5100,control,,
543,treatment,,
8331,control,RyeRanger,2025-06-10
691,treatment,CherryLambic,2025-06-20
1081,treatment,,
6040,treatment,HazyHopper,2025-06-12
8462,control,,
8351,control,FarmhouseSaison,2025-06-04
5845,treatment,,
396,treatment,VelvetPorter,2025-06-16
1495,control,,
6517,treatment,AmberOak,2025-06-14
9554,control,RyeRanger,2025-06-07
7695,treatment,,
9669,treatment,,
524,control,HazyHopper,2025-06-16
3148,treatment,MidnightStout,2025-06-07
2787,treatment,,
925,control,RyeRanger,2025-06-11
9472,treatment,VelvetPorter,2025-06-03
9241,treatment,MidnightStout,2025-06-30
1054,control,HazyHopper,2025-06-19
8227,treatment,FarmhouseSaison,2025-06-21
4859,control,,
9759,control,HazyHopper,2025-06-10
8165,control,,
428,control,,
7120,control,RyeRanger,2025-06-17
8513,treatment,,
2087,treatment,VelvetPorter,2025-06-09
2838,control,FarmhouseSaison,2025-06-04
6226,control,,
9430,treatment,,
927,treatment,RyeRanger,2025-06-30
1628,treatment,HazyHopper,2025-06-30
1116,control,,
642,treatment,,
6312,control,,
9405,control,VelvetPorter,2025-06-18
4488,control,HazyHopper,2025-06-06
1208,control,HazyHopper,2025-06-26
1830,control,,
3841,control,,
4831,treatment,,
5141,control,,
7687,treatment,,
6184,control,,
938,treatment,RyeRanger,2025-06-09
4882,treatment,CitrusZing,2025-06-30
1177,treatment,TropicalIPA,2025-06-09
3618,treatment,,
7823,treatment,FarmhouseSaison,2025-06-01
349,treatment,,
6914,treatment,,
1205,control,VelvetPorter,2025-06-08
9522,control,RyeRanger,2025-06-13
9819,treatment,HazyHopper,2025-06-11
519,treatment,RyeRanger,2025-06-03
8808,treatment,,
7017,control,FarmhouseSaison,2025-06-16
8618,treatment,,
5056,control,FarmhouseSaison,2025-06-24
2439,treatment,TropicalIPA,2025-06-08
1420,treatment,AmberOak,2025-06-17
3584,control,FarmhouseSaison,2025-06-19
2560,treatment,FarmhouseSaison,2025-06-27
663,treatment,CherryLambic,2025-06-21
5250,treatment,FarmhouseSaison,2025-06-28
1998,treatment,,
4676,treatment,HazyHopper,2025-06-06
4240,control,VelvetPorter,2025-06-05
9211,treatment,RyeRanger,2025-06-12
3453,treatment,HazyHopper,2025-06-25
2858,control,HazyHopper,2025-06-28
3524,control,RyeRanger,2025-06-02
4336,treatment,CitrusZing,2025-06-13
9982,treatment,,
9303,treatment,MidnightStout,2025-06-27
7446,treatment,,
4516,control,,
6644,control,,
814,control,FarmhouseSaison,2025-06-04
7050,control,TropicalIPA,2025-06-28
2722,treatment,,
2721,control,RyeRanger,2025-06-08
3472,control,RyeRanger,2025-06-14
1463,control,HazyHopper,2025-06-01
4239,control,HazyHopper,2025-06-15
160,treatment,RyeRanger,2025-06-09
1137,control,,
4132,control,,
4138,control,,
8775,control,HazyHopper,2025-06-27
477,control,,
3314,treatment,,
9245,control,,
5450,control,FarmhouseSaison,2025-06-23
5999,treatment,VelvetPorter,2025-06-11
3724,treatment,,
6888,control,HazyHopper,2025-06-05
9043,control,HazyHopper,2025-06-27
8653,treatment,,
8985,treatment,,
2237,control,,
313,control,VelvetPorter,2025-06-30
7329,treatment,,
6118,control,HazyHopper,2025-06-23
8330,treatment,AmberOak,2025-06-18
9602,treatment,HazyHopper,2025-06-17
3036,control,,
8353,treatment,,
1298,control,TropicalIPA,2025-06-02
1048,control,,
8129,control,,
4334,control,,
7777,treatment,CitrusZing,2025-06-01
1583,control,FarmhouseSaison,2025-06-19
6924,treatment,MidnightStout,2025-06-09
4068,treatment,VelvetPorter,2025-06-30
7593,control,,
2464,control,HazyHopper,2025-06-23
7938,treatment,,
7873,control,,
8416,treatment,TropicalIPA,2025-06-22
6506,treatment,,
8706,control,,
3457,treatment,CitrusZing,2025-06-07
6322,treatment,,
2830,treatment,,
5603,control,,
1656,control,,
5465,control,FarmhouseSaison,2025-06-14
4153,control,VelvetPorter,2025-06-06
3723,control,,
3606,treatment,VelvetPorter,2025-06-16
9692,treatment,,
7999,treatment,CherryLambic,2025-06-04
9280,control,,
4529,treatment,,
171,treatment,RyeRanger,2025-06-29
9052,treatment,,
8044,treatment,,
2028,control,HazyHopper,2025-06-29
3786,control,HazyHopper,2025-06-19
6323,treatment,CherryLambic,2025-06-18
8519,control,HazyHopper,2025-06-29
5154,control,VelvetPorter,2025-06-19
7101,treatment,MidnightStout,2025-06-05
2527,treatment,FarmhouseSaison,2025-06-28
3224,treatment,,
1965,control,,
2488,treatment,VelvetPorter,2025-06-04
4864,control,,
3054,treatment,,
5760,treatment,FarmhouseSaison,2025-06-16
318,treatment,CitrusZing,2025-06-16
8169,treatment,,
3907,treatment,CitrusZing,2025-06-13
1708,treatment,TropicalIPA,2025-06-01
9171,control,,
2783,control,,
144,control,,
5709,control,HazyHopper,2025-06-09
4486,control,VelvetPorter,2025-06-06
8855,control,,
8348,treatment,TropicalIPA,2025-06-08
2622,control,RyeRanger,2025-06-18
8491,treatment,,
8992,control,HazyHopper,2025-06-08
6763,treatment,CherryLambic,2025-06-06
1257,treatment,TropicalIPA,2025-06-23
2277,control,HazyHopper,2025-06-26
9980,treatment,TropicalIPA,2025-06-17
4325,treatment,,
1850,control,RyeRanger,2025-06-07
5392,control,FarmhouseSaison,2025-06-23
4111,treatment,TropicalIPA,2025-06-11
1264,treatment,,
3768,treatment,CherryLambic,2025-06-28
760,control,,
8387,treatment,,
7991,control,CitrusZing,2025-06-15
4942,treatment,VelvetPorter,2025-06-13
9370,treatment,CitrusZing,2025-06-12
6138,treatment,,
5415,treatment,,
5443,treatment,,
1650,control,HazyHopper,2025-06-09
9449,treatment,,
9440,control,,
5222,treatment,CherryLambic,2025-06-23
9531,treatment,,
4825,treatment,,
9906,control,,
2976,control,RyeRanger,2025-06-24
4697,control,FarmhouseSaison,2025-06-02
5637,control,,
269,control,HazyHopper,2025-06-02
8898,control,HazyHopper,2025-06-10
4466,control,,
4237,control,,
20,treatment,RyeRanger,2025-06-11
6364,treatment,,
2287,control,RyeRanger,2025-06-10
4563,control,,
4256,control,,
2756,control,,
8072,treatment,,
6890,treatment,VelvetPorter,2025-06-12
3244,treatment,FarmhouseSaison,2025-06-11
2689,control,,
2222,control,,
4835,control,,
532,treatment,AlpinePils,2025-06-10
911,treatment,,
7383,treatment,CitrusZing,2025-06-17
5689,control,,
5829,treatment,MidnightStout,2025-06-08
8524,control,VelvetPorter,2025-06-19
2811,control,,
8422,control,FarmhouseSaison,2025-06-12
6828,control,,
9291,control,RyeRanger,2025-06-11
6333,treatment,,
7720,control,HazyHopper,2025-06-09
6398,treatment,TropicalIPA,2025-06-04
372,treatment,,
4429,treatment,,
8697,treatment,AlpinePils,2025-06-12
2079,control,,
9673,control,FarmhouseSaison,2025-06-10
7031,treatment,,
1085,treatment,,
5060,treatment,,
4780,treatment,,
8882,treatment,TropicalIPA,2025-06-11
9972,treatment,FarmhouseSaison,2025-06-20
4480,treatment,CitrusZing,2025-06-08
864,control,,
4378,treatment,,
8045,control,,
7063,treatment,,
9777,treatment,,
8409,treatment,,
8583,treatment,,
4438,treatment,,
749,control,,
6977,treatment,CitrusZing,2025-06-27
3872,treatment,,
1084,treatment,AlpinePils,2025-06-12
7931,control,RyeRanger,2025-06-12
4342,treatment,,
7072,treatment,,
9153,treatment,,
1344,treatment,,
1578,treatment,AmberOak,2025-06-10
503,treatment,,
8192,control,HazyHopper,2025-06-30
6128,control,,
1976,control,,
6992,treatment,RyeRanger,2025-06-22
6308,treatment,VelvetPorter,2025-06-18
8357,treatment,VelvetPorter,2025-06-20
7363,control,,
2007,control,HazyHopper,2025-06-07
5142,control,HazyHopper,2025-06-30
315,control,,
5517,treatment,AlpinePils,2025-06-16
7084,treatment,,
1391,treatment,CitrusZing,2025-06-12
9809,control,HazyHopper,2025-06-24
3899,treatment,TropicalIPA,2025-06-10
6558,control,,
647,treatment,,
1842,control,RyeRanger,2025-06-03
4613,control,,
169,treatment,,
9310,control,,
291,treatment,,
5515,treatment,AlpinePils,2025-06-22
9783,control,,
369,treatment,AmberOak,2025-06-06
4946,control,RyeRanger,2025-06-01
1434,control,FarmhouseSaison,2025-06-11
6664,control,,
3792,control,RyeRanger,2025-06-12
2815,control,,
6518,treatment,,
8060,treatment,AmberOak,2025-06-21
1299,treatment,AlpinePils,2025-06-17
3047,treatment,,
6256,treatment,FarmhouseSaison,2025-06-22
7464,treatment,,
763,control,,
7486,control,HazyHopper,2025-06-12
4441,control,CitrusZing,2025-06-23
2561,control,HazyHopper,2025-06-30
3511,control,HazyHopper,2025-06-26
1328,control,,
9626,treatment,,
4045,treatment,,
6406,control,,
9569,control,FarmhouseSaison,2025-06-24
9661,control,RyeRanger,2025-06-28
7489,treatment,MidnightStout,2025-06-09
3822,treatment,MidnightStout,2025-06-23
2601,control,,
8559,control,,
